order_lat,order_lon,wh_lat,wh_lon,hour,weekday,item_count,category,weather,traffic_index,distance_km,eta_minutes
12.878632518383993,77.74151832001327,13.096063826236042,77.54181260908621,17,3,9,Frozen,Clear,0.329,32.446,90.0
13.017100740447617,77.71509616380531,13.05549796053215,77.60991530215566,19,4,18,Snacks,Clear,0.685,12.168,59.5
12.967774051535782,77.59522238358115,12.861091375033453,77.71454802034825,3,4,14,Dairy,Clear,0.272,17.549,74.1
12.991309026620296,77.69384518495892,12.850952736050615,77.68902593599881,12,0,2,Snacks,Clear,0.41,15.616,64.3
13.041249714354006,77.47109913736028,12.855199622355567,77.540614402013,10,3,9,Groceries,Rainy,0.603,22.017,90.0
13.008679580000148,77.62168170427546,12.962976739979846,77.65654589368222,20,3,15,Frozen,Cloudy,0.731,6.332,42.2
12.988394850164498,77.72728952390435,13.005845652779415,77.45049704902267,15,4,3,Beverages,Clear,0.452,30.052,90.0
12.989801790186354,77.56891554424722,12.970367955675131,77.54979231424728,17,0,10,Snacks,Rainy,0.319,2.994,26.4
12.925987524515653,77.73803018889893,13.01928258145364,77.70187856725005,21,0,10,Beverages,Heavy Rain,0.751,11.089,78.0
12.857704458641985,77.51620552901873,12.96240065852822,77.49536035937174,16,5,2,Personal Care,Clear,0.16,11.859,48.3
12.95917934730809,77.48169014286002,12.860640950777597,77.55601857914647,15,5,19,Frozen,Clear,0.383,13.6,62.9
12.903646168204881,77.60742870082451,12.906541676212754,77.45031299512127,12,2,8,Personal Care,Heavy Rain,0.337,17.032,90.0
12.952132160931159,77.72217406159437,13.098156059151178,77.4569398178619,1,0,6,Dairy,Cloudy,0.29,33.004,90.0
13.063350768317042,77.54338376562343,12.936465959424666,77.4938056973008,17,1,2,Frozen,Clear,0.372,15.097,61.8
12.908484871466335,77.69004809581969,12.931191434436181,77.48055891658957,7,4,2,Personal Care,Clear,0.186,22.844,90.0
12.864575685422267,77.50075917976409,12.888198012254794,77.5969188031196,2,4,4,Dairy,Heavy Rain,0.48,10.749,70.5
12.9203459730055,77.67367111880029,13.09678593052974,77.72000130982727,8,5,15,Personal Care,Cloudy,0.989,20.251,90.0
12.923398439441671,77.61710808241624,12.907614830398149,77.47539251192086,8,3,6,Frozen,Rainy,0.64,15.459,81.9
13.015479128681724,77.5025050926183,13.011706641813463,77.7109510608549,9,5,9,Groceries,Cloudy,0.818,22.587,90.0
12.98925803808532,77.66542617483128,12.860511864538049,77.65044735149705,6,1,13,Beverages,Clear,0.286,14.408,60.1
13.045974552276602,77.66412683403694,12.866618082515838,77.50066846262851,22,1,7,Personal Care,Rainy,0.177,26.674,90.0
13.016078385081846,77.60463056874303,13.029187924330005,77.53692094826106,21,2,8,Frozen,Clear,0.83,7.479,43.1
12.951596715360017,77.5176402912928,13.00879204071168,77.50825504476677,0,5,10,Dairy,Rainy,0.272,6.441,41.5
13.053505096166509,77.4896881676735,13.020040598905164,77.68678953702668,11,6,18,Dairy,Clear,0.361,21.674,90.0
12.891743229976926,77.73717651453794,12.907742601786568,77.66753010688154,7,0,18,Snacks,Rainy,0.491,7.756,51.0
12.855678018283465,77.64674376147775,13.09622224563056,77.5413228038983,20,1,6,Dairy,Cloudy,0.753,29.084,90.0
12.87251196519391,77.69277244507201,12.98959379053956,77.46630029887837,11,0,5,Dairy,Clear,0.321,27.783,90.0
13.030589837649112,77.65909115871507,13.092387043067172,77.50062222799174,15,5,8,Personal Care,Cloudy,0.204,18.489,77.4
12.965469307562847,77.69884209955768,12.891042638243844,77.63896290839786,2,5,4,Frozen,Rainy,0.204,10.517,53.7
12.8903179447584,77.49874724592468,12.95127487746032,77.47711184192354,17,6,11,Beverages,Rainy,0.286,7.172,45.9
12.975261193775841,77.59908506736411,12.933921379747115,77.61093965025272,11,1,11,Personal Care,Clear,0.262,4.773,27.7
12.888078025678292,77.65013743115068,13.038768731676464,77.63387870365267,21,3,9,Personal Care,Clear,0.768,16.848,77.8
13.024080093769435,77.48101696996856,13.036892859026272,77.65632608254036,2,3,9,Beverages,Clear,0.191,19.045,76.5
12.961539068893508,77.49498708479852,12.971635948329926,77.48760672350468,7,6,17,Personal Care,Clear,0.222,1.378,16.8
12.945255306524121,77.64019477827529,12.854037001054333,77.58791176425794,20,6,3,Groceries,Heavy Rain,0.685,11.619,72.7
12.925378022286969,77.71061174127615,12.893801427294985,77.58901898657689,5,5,15,Dairy,Cloudy,0.31,13.638,66.2
13.00757064827972,77.64812485368248,12.862566416777415,77.70058477909042,6,1,12,Personal Care,Cloudy,0.306,17.097,73.4
12.940453152638348,77.46086144403682,13.061753642312294,77.5906151029107,7,2,16,Beverages,Cloudy,0.28,19.482,87.0
12.871912479829025,77.7411298751271,12.922442891824442,77.57203872812299,12,5,11,Personal Care,Clear,0.222,19.17,76.9
12.879501475530128,77.49185207027188,12.879480659225168,77.48703813471518,1,4,15,Snacks,Clear,0.358,0.522,17.3
13.09047441613738,77.51976867006574,12.938543091320398,77.65833930533624,14,4,12,Frozen,Heavy Rain,0.418,22.601,90.0
13.077145172676902,77.74249018457142,12.86932232904159,77.63593684440397,19,0,14,Groceries,Clear,0.731,25.833,90.0
13.024926783452687,77.68130989899602,13.094714283724748,77.66508495511425,7,2,8,Personal Care,Cloudy,0.242,7.957,38.3
12.91646749036488,77.73097300411355,12.928751975336949,77.64688497649016,4,6,17,Personal Care,Clear,0.108,9.215,48.1
13.09229409433693,77.69198590784241,13.08326667472245,77.71258514831506,8,3,6,Groceries,Clear,0.866,2.446,26.7
13.044687725991448,77.64552034250096,13.020682172715132,77.71320383188191,15,6,14,Snacks,Clear,0.283,7.803,41.3
13.029222547289748,77.5353658996589,12.991526746855998,77.54230497730636,12,2,7,Frozen,Clear,0.432,4.258,24.5
12.962340375535947,77.54806443250986,12.968874249280613,77.50472361772609,14,5,16,Personal Care,Cloudy,0.464,4.752,31.5
12.918060390461289,77.73418132191331,13.021845026700847,77.72794325038927,19,5,16,Personal Care,Heavy Rain,0.78,11.56,84.1
12.874097740538375,77.70818768484669,13.021568833386542,77.66391197167488,22,4,4,Frozen,Clear,0.395,17.086,70.0
13.07565059913596,77.5578471345327,12.852630265190191,77.74129322006445,10,5,12,Groceries,Rainy,0.788,31.782,90.0
12.963944072458402,77.5619802252862,13.076945936382085,77.59908671108022,18,0,11,Frozen,Clear,0.678,13.193,63.2
12.900590841198808,77.53930831708277,12.941990855109413,77.73867300697788,11,2,8,Personal Care,Cloudy,0.185,22.092,87.7
12.926489156037663,77.5478390427875,12.938318280385749,77.48681563817102,3,0,6,Snacks,Cloudy,0.38,6.743,37.3
12.994804892235473,77.70820023988664,12.951647635970748,77.62710936860395,14,4,12,Snacks,Clear,0.147,10.012,43.6
12.894193195734807,77.45315205697696,13.021320701327234,77.59902059163987,22,2,16,Dairy,Clear,0.261,21.206,88.6
13.064153571023093,77.58081578633286,12.944004434012422,77.4507934764456,10,3,7,Beverages,Clear,0.636,19.415,82.9
13.039629882458803,77.73285190355837,12.943457765481801,77.50786961440369,12,5,7,Snacks,Clear,0.357,26.619,90.0
13.029865738987734,77.61279090655485,12.86586621990711,77.496041645367,17,5,17,Snacks,Rainy,0.323,22.195,90.0
12.958023259943776,77.58513373704318,12.954160416106731,77.46824278653847,19,4,15,Beverages,Clear,0.636,12.674,60.2
13.00682721017561,77.54371094140988,12.887369619260937,77.73444472267342,0,0,14,Personal Care,Clear,0.258,24.57,90.0
12.996024492228184,77.47217378895857,13.063897313514945,77.73961015543135,1,4,12,Dairy,Rainy,0.496,29.939,90.0
13.012461650388705,77.51734594340826,12.93362777079932,77.71752499898201,11,2,2,Snacks,Clear,0.222,23.395,90.0
12.871111080284972,77.47713752298107,13.090216849515418,77.74666426144218,2,6,3,Groceries,Clear,0.282,38.032,90.0
12.953951850542651,77.48800982891463,13.021132000641746,77.6991992652103,22,2,2,Frozen,Clear,0.358,24.071,89.5
12.860403543465473,77.49905496323788,13.03903788370683,77.72965432103051,16,5,6,Dairy,Rainy,0.307,31.922,90.0
12.973497704811129,77.54060882962528,13.086937795350686,77.50928933886007,14,4,1,Groceries,Heavy Rain,0.361,13.062,74.9
12.932465303083196,77.45330500399866,12.909733691454166,77.52706515780221,14,2,9,Dairy,Heavy Rain,0.41,8.384,61.3
12.886131047216512,77.73504316567798,12.991822742423066,77.70861982975914,11,1,1,Groceries,Clear,0.444,12.096,52.5
12.875850741930638,77.4871457278031,12.86018145112364,77.59383911868878,1,1,19,Snacks,Clear,0.305,11.696,54.6
12.996911143044427,77.56494466170788,12.875189671988924,77.66509172818503,18,3,10,Groceries,Rainy,0.741,17.349,90.0
12.892648242134221,77.71385826791443,12.941646729992197,77.61857272758948,11,6,1,Frozen,Rainy,0.321,11.676,58.6
13.081280029594199,77.48197039105723,13.020625462656234,77.54169162203071,9,6,4,Dairy,Clear,0.61,9.345,43.7
12.995265284925098,77.59508127552624,13.057923400601384,77.53545045433762,10,2,4,Snacks,Cloudy,0.72,9.501,49.7
12.93671745113371,77.70343507926242,12.914101050618369,77.67445388047823,11,0,13,Beverages,Clear,0.135,4.024,24.9
12.997728872870354,77.61708878721025,13.037269303409401,77.60962853390879,22,1,15,Frozen,Clear,0.337,4.47,32.2
12.855700967757423,77.51310307862683,12.906072789362012,77.55781570418684,4,3,10,Dairy,Clear,0.087,7.407,36.0
13.08963980331036,77.67065285942377,12.851513901529083,77.6351119095572,4,2,14,Snacks,Rainy,0.201,26.757,90.0
12.970575859235725,77.65440231886025,12.863603256238934,77.57598127537712,2,0,2,Dairy,Rainy,0.386,14.619,72.8
13.045683806812571,77.55865577196408,12.99638965570143,77.59252245297422,14,1,6,Beverages,Clear,0.347,6.596,28.1
12.870682499980608,77.46388854847442,12.974286886523577,77.65337291040443,0,4,1,Frozen,Clear,0.298,23.547,90.0
12.97166458270954,77.45235940696882,12.917606306982357,77.58738956059119,19,1,8,Groceries,Clear,0.655,15.82,70.9
12.97267674858863,77.69761786493815,12.851636964650707,77.73498218385733,17,1,1,Beverages,Clear,0.214,14.055,55.8
13.084456613743745,77.54646720846772,12.99200258731335,77.59555778999366,17,2,16,Groceries,Clear,0.243,11.574,52.2
12.992932013094018,77.49133096958177,13.054401659207413,77.73854684615674,11,6,11,Beverages,Clear,0.369,27.64,90.0
12.968372350264238,77.6055653678489,12.867136219480845,77.70430644640324,9,5,15,Groceries,Rainy,0.675,15.532,83.0
12.916743915772972,77.72624998871753,13.03411861434845,77.7172782085452,22,2,12,Dairy,Rainy,0.092,13.088,64.0
12.932892249335637,77.45254425935673,13.008635650491017,77.67898259893113,19,5,1,Dairy,Heavy Rain,0.577,25.942,90.0
12.980168100617885,77.46684306220293,12.969838693050283,77.63135769228921,4,6,7,Frozen,Cloudy,0.219,17.863,69.5
12.959727865076262,77.57511347977552,12.862085338744013,77.60980029826234,6,1,1,Snacks,Rainy,0.274,11.49,58.1
12.855403019970082,77.65278977202652,13.080892854098074,77.61549653628047,5,0,2,Snacks,Rainy,0.271,25.397,90.0
13.056572981048589,77.59283013763012,12.969360247231686,77.51043642238294,11,1,18,Beverages,Cloudy,0.194,13.181,62.7
13.074040192959941,77.71926453153962,12.9499017402203,77.51431846186689,15,5,18,Groceries,Clear,0.361,26.145,90.0
12.885062272249652,77.46322536666125,13.065368850521933,77.46024854847343,5,0,3,Groceries,Clear,0.102,20.052,79.0
12.988509035884762,77.55204226089313,13.061394557245935,77.67366809074358,1,1,8,Dairy,Cloudy,0.225,15.469,71.2
12.877143935283861,77.55540436681662,13.031815238250006,77.487459051789,9,6,6,Snacks,Cloudy,0.778,18.708,82.7
13.018060023259952,77.5520381677959,13.057339995725002,77.62464473939806,12,1,9,Personal Care,Clear,0.354,8.997,40.9
12.920308445959751,77.59630577363701,12.881082120245734,77.49137692953697,16,3,12,Groceries,Cloudy,0.273,12.181,57.9
13.014855658672975,77.68717311355839,13.040228888770086,77.46996401943608,2,6,8,Groceries,Rainy,0.394,23.699,90.0
13.03174865357172,77.54536478492085,12.932008520746031,77.61007831056432,16,5,16,Snacks,Clear,0.326,13.121,57.2
13.042161872979413,77.67334496198966,13.066873698367068,77.71192876783677,3,2,2,Frozen,Clear,0.307,5.002,30.2
12.876935236488974,77.49393964138372,12.942557866496715,77.55680433053102,7,1,12,Beverages,Heavy Rain,0.36,9.983,64.4
13.079002961284402,77.61821745669019,12.863575988030018,77.7257682526438,12,4,14,Snacks,Clear,0.341,26.639,90.0
12.90755349772372,77.56252640769966,12.95359505919259,77.45309214145117,2,2,11,Beverages,Clear,0.433,12.918,60.0
12.859353139044044,77.61176324068867,13.03919425876909,77.58972170251192,13,5,13,Beverages,Cloudy,0.272,20.14,89.8
12.98871311734787,77.48232492511168,12.975233015244848,77.49402933232558,0,4,12,Dairy,Heavy Rain,0.276,1.963,23.5
12.94273057096561,77.73603885402827,13.040908477952241,77.54473414660045,5,2,4,Snacks,Clear,0.32,23.427,90.0
13.057447435783104,77.72186423504053,12.858818435216527,77.45711951845992,13,2,15,Dairy,Clear,0.302,36.206,90.0
13.052062868016074,77.69791889128719,12.894291050900257,77.4606042461606,6,0,6,Frozen,Clear,0.486,31.129,90.0
12.92928472320568,77.71783484701642,12.990901982760699,77.66384410610328,10,4,4,Personal Care,Cloudy,0.752,9.01,47.8
13.088224848767435,77.49400636105445,12.946328438461908,77.64636202325956,6,6,11,Dairy,Rainy,0.228,22.834,90.0
12.922729459535029,77.6011165319059,13.020043935917549,77.51250063539335,12,6,13,Frozen,Heavy Rain,0.151,14.467,87.8
12.978764282307928,77.54537274762696,13.090638558280105,77.72034469323741,3,4,8,Snacks,Rainy,0.457,22.672,90.0
12.9139912726419,77.71621578239125,13.014965490175127,77.6563930808096,3,5,2,Snacks,Clear,0.262,12.965,55.0
13.084010892512241,77.50683130474984,12.95434072372065,77.55085193006951,23,6,19,Groceries,Rainy,0.333,15.187,81.4
12.891151954395504,77.51598360654259,12.985591004610836,77.57229595361363,7,1,16,Groceries,Cloudy,0.298,12.146,59.4
12.861227654848081,77.65601433690651,13.078206620424043,77.53776673907946,16,5,10,Snacks,Clear,0.381,27.318,90.0
12.95877426500076,77.4766698977263,13.018247311665553,77.69917946351117,0,0,7,Groceries,Cloudy,0.245,24.999,90.0
13.098093891013958,77.66971015307499,13.050794874438632,77.59818798028938,2,5,17,Dairy,Clear,0.312,9.363,47.4
13.072919316563729,77.53043818649424,12.925379602275383,77.49059227641658,18,1,7,Groceries,Cloudy,0.645,16.964,78.2
13.037152004864238,77.64828060958014,13.036080289209568,77.51051412368534,8,4,4,Groceries,Cloudy,0.978,14.925,72.6
13.07269812271963,77.7119113359082,12.884857842334965,77.53897372201631,7,0,5,Beverages,Clear,0.225,28.061,90.0
13.073361659924466,77.6328834119705,13.037443904101304,77.5709459523883,4,0,11,Beverages,Cloudy,0.356,7.808,39.4
12.979714590096611,77.51380511998583,13.070389648200607,77.62779197052777,6,4,15,Personal Care,Clear,0.585,15.942,73.3
12.928982262957698,77.46474965766177,13.075058116763355,77.73924949404712,5,6,7,Dairy,Clear,0.41,33.887,90.0
13.043003108027747,77.46338419150852,12.879147515263162,77.52857859313173,19,0,4,Frozen,Clear,0.698,19.542,82.4
13.01541531579194,77.4766435646042,13.057470513143434,77.54852106971228,22,5,18,Dairy,Heavy Rain,0.317,9.083,65.1
12.943414432218427,77.62394537374091,12.87748413069201,77.4571856001489,0,5,2,Snacks,Clear,0.219,19.504,77.4
12.873616667015378,77.55446535621219,12.96959923832069,77.56176558651461,3,5,11,Groceries,Rainy,0.468,10.702,61.5
13.036697402837255,77.52293209321877,13.02063038242154,77.6525232398704,15,1,4,Dairy,Clear,0.277,14.152,57.9
12.915615128980717,77.51579196733915,12.971062277877937,77.73891836337515,21,6,13,Dairy,Clear,0.693,24.954,90.0
13.084203287633445,77.73457445957094,12.934977400552537,77.67205685865603,7,4,8,Beverages,Clear,0.212,17.922,71.5
12.91024264375142,77.48564497276763,13.020955289373964,77.48539895379884,20,1,2,Frozen,Clear,0.669,12.311,59.4
12.880689483102872,77.5414443232318,13.015219693776723,77.71701158068029,0,6,4,Groceries,Rainy,0.307,24.202,90.0
13.057778168031227,77.59144317860576,12.995723163791391,77.70160373866418,17,1,10,Dairy,Clear,0.409,13.785,61.3
12.888321079156123,77.45013485782228,12.982107166194183,77.50670673318717,22,3,3,Groceries,Cloudy,0.327,12.097,53.2
12.894817077039434,77.72628595624272,13.026434974780583,77.73030286294542,11,1,12,Personal Care,Rainy,0.409,14.642,76.9
12.999845697880211,77.47972957722803,12.950759264175288,77.66422971334258,14,2,16,Beverages,Clear,0.072,20.723,82.0
13.068640510209367,77.65474118020585,12.867192061935585,77.68484520172488,6,4,6,Groceries,Clear,0.44,22.636,90.0
12.899108666428642,77.63865964314874,12.984363627547806,77.58774189925029,18,6,18,Personal Care,Clear,0.566,10.969,52.4
12.927580918225024,77.69271915653142,13.030863888060958,77.510205107329,19,3,14,Groceries,Cloudy,0.777,22.869,90.0
13.044351209560293,77.64541631916865,12.924789976904016,77.68973156436164,19,4,2,Personal Care,Rainy,0.389,14.135,69.0
13.09295660651524,77.68081622516479,12.885187784533983,77.5932328234324,20,0,9,Frozen,Cloudy,0.707,24.976,90.0
12.975185296550585,77.57637458263656,13.07796029854053,77.74022910382601,1,1,11,Beverages,Clear,0.395,21.112,90.0
12.885974375637812,77.59661134836549,13.065937416186548,77.49600035572351,12,4,11,Beverages,Cloudy,0.216,22.788,90.0
12.853484071927051,77.66049863064933,13.004608554822829,77.55662105417787,12,0,9,Groceries,Cloudy,0.304,20.227,86.6
12.907414007499714,77.62052801631651,13.046651788426018,77.6706641146404,1,2,7,Beverages,Clear,0.393,16.408,68.8
12.88295555444663,77.60346156508001,13.092201328693605,77.62168448495159,19,0,11,Groceries,Clear,0.773,23.351,90.0
13.019414668403215,77.51166752181636,12.99231474518171,77.57998252212235,4,3,13,Dairy,Clear,0.144,7.991,37.8
12.880458126157132,77.52743247824192,12.911045421150085,77.66048316115197,10,1,17,Beverages,Rainy,0.8,14.817,84.5
12.976582482905158,77.55754917231782,13.009702997633156,77.67000531856625,1,1,2,Personal Care,Cloudy,0.471,12.729,57.1
13.02356560891072,77.45278531562705,13.078648419025113,77.623189703948,18,3,3,Personal Care,Cloudy,0.822,19.448,86.5
12.995279152305224,77.57520903487408,13.02253705034962,77.5457310195257,4,1,10,Frozen,Rainy,0.177,4.403,34.2
12.899943912915013,77.45083054272918,12.85656009778735,77.63562783618862,12,5,9,Personal Care,Rainy,0.191,20.604,90.0
13.051031131545566,77.6195046307764,13.079283150965628,77.61357275015654,12,3,18,Groceries,Clear,0.308,3.207,24.1
13.028851782403951,77.6612086306917,13.038418813813491,77.68929680036045,2,6,11,Personal Care,Clear,0.359,3.223,25.6
13.034746000978885,77.61864458948455,12.95045775334935,77.64603735358824,20,1,5,Snacks,Clear,0.787,9.831,52.7
12.882764437889328,77.65805599196146,13.096872972337266,77.59903152424464,0,0,17,Frozen,Rainy,0.221,24.652,90.0
12.880938450912586,77.45000395056687,13.030419833208887,77.45561141156638,15,2,17,Frozen,Clear,0.293,16.633,71.2
13.081890637751627,77.4678325919853,13.056360270458923,77.50008209566052,4,0,1,Snacks,Rainy,0.218,4.501,28.4
12.949394548456235,77.65953873226266,13.08579163981246,77.55097828767582,14,2,17,Groceries,Clear,0.199,19.193,78.1
12.925237172945234,77.69087004438703,12.859894616180267,77.63041358768001,5,5,7,Frozen,Cloudy,0.341,9.784,46.7
12.972146011337882,77.66531047126682,13.04360496100917,77.68770762558401,17,6,5,Dairy,Rainy,0.293,8.308,45.7
13.015716053190895,77.64890367276607,12.94658660883945,77.73798623537814,13,3,3,Frozen,Clear,0.346,12.339,52.9
13.088905814261743,77.66221479914347,13.067268753224694,77.6299416182462,15,1,2,Groceries,Rainy,0.243,4.243,35.4
12.921611556720514,77.67187697773885,13.069723963983307,77.6686531986144,23,2,2,Snacks,Rainy,0.367,16.473,79.0
13.081202107328007,77.66731324951027,13.057154617625672,77.636432361489,10,2,15,Dairy,Clear,0.587,4.282,28.6
12.856214872846564,77.6714025433065,13.044800146413198,77.57908331681602,18,0,18,Groceries,Clear,0.654,23.234,90.0
12.988799510581705,77.47220591222455,13.048570708656232,77.63290300600336,19,5,19,Dairy,Rainy,0.589,18.635,90.0
13.00849377792027,77.4689814654484,12.924138125180402,77.57020189231247,7,5,10,Frozen,Heavy Rain,0.328,14.432,86.6
12.876474350937688,77.55833598296883,12.951632051531597,77.58609181634905,7,2,5,Snacks,Clear,0.481,8.882,45.1
12.885084899265978,77.60827901436464,12.878763722675766,77.72330116647723,16,3,17,Dairy,Clear,0.337,12.488,55.4
